n_batch:9000,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9005,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9010,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9015,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9020,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9025,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9030,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9035,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9040,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9045,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9050,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9055,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9060,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9065,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9070,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9075,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9080,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9085,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9090,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9095,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9100,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9105,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9110,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9115,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9120,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9125,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9130,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9135,phase:    train,avg_loss:7.700e-02, avg_error_rate:2.980e+01
n_batch:9140,phase:    train,avg_loss:7.700e-02, avg_error_rate:2.980e+01
n_batch:9145,phase:    train,avg_loss:7.700e-02, avg_error_rate:2.980e+01
n_batch:9150,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9155,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9160,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9165,phase:    train,avg_loss:7.700e-02, avg_error_rate:2.980e+01
n_batch:9170,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9175,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9180,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9185,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9190,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9195,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9200,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9205,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9210,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9215,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9220,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9225,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9230,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9235,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9240,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9245,phase:    train,avg_loss:7.701e-02, avg_error_rate:2.980e+01
n_batch:9250,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.980e+01
n_batch:9255,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9260,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9265,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9270,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9275,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9280,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9285,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9290,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9295,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9300,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9305,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9310,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9315,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9320,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9325,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9330,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9335,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9340,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9345,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9350,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9355,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9360,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9365,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9370,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9375,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9380,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9385,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9390,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9395,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9400,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9405,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9410,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9415,phase:    train,avg_loss:7.702e-02, avg_error_rate:2.981e+01
n_batch:9420,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9425,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9430,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.982e+01
n_batch:9435,phase:    train,avg_loss:7.703e-02, avg_error_rate:2.981e+01
n_batch:9440,phase:    train,avg_loss:7.704e-02, avg_error_rate:2.982e+01
n_batch:9445,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9450,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9455,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9460,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9465,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9470,phase:    train,avg_loss:7.706e-02, avg_error_rate:2.982e+01
n_batch:9475,phase:    train,avg_loss:7.706e-02, avg_error_rate:2.982e+01
n_batch:9480,phase:    train,avg_loss:7.706e-02, avg_error_rate:2.982e+01
n_batch:9485,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9490,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9495,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9500,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9505,phase:    train,avg_loss:7.705e-02, avg_error_rate:2.982e+01
n_batch:9510,phase:    train,avg_loss:7.706e-02, avg_error_rate:2.983e+01
n_batch:9515,phase:    train,avg_loss:7.707e-02, avg_error_rate:2.983e+01
n_batch:9520,phase:    train,avg_loss:7.707e-02, avg_error_rate:2.983e+01
n_batch:9525,phase:    train,avg_loss:7.707e-02, avg_error_rate:2.983e+01
n_batch:9530,phase:    train,avg_loss:7.708e-02, avg_error_rate:2.983e+01
n_batch:9535,phase:    train,avg_loss:7.708e-02, avg_error_rate:2.983e+01
n_batch:9540,phase:    train,avg_loss:7.708e-02, avg_error_rate:2.983e+01
n_batch:9545,phase:    train,avg_loss:7.707e-02, avg_error_rate:2.983e+01
n_batch:9550,phase:    train,avg_loss:7.708e-02, avg_error_rate:2.983e+01
n_batch:9555,phase:    train,avg_loss:7.708e-02, avg_error_rate:2.983e+01
n_batch:9560,phase:    train,avg_loss:7.709e-02, avg_error_rate:2.983e+01
n_batch:9565,phase:    train,avg_loss:7.708e-02, avg_error_rate:2.983e+01
n_batch:9570,phase:    train,avg_loss:7.709e-02, avg_error_rate:2.983e+01
n_batch:9575,phase:    train,avg_loss:7.709e-02, avg_error_rate:2.983e+01
n_batch:9580,phase:    train,avg_loss:7.709e-02, avg_error_rate:2.984e+01
n_batch:9585,phase:    train,avg_loss:7.710e-02, avg_error_rate:2.984e+01
n_batch:9590,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9595,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9600,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9605,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9610,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9615,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9620,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9625,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9630,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9635,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9640,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9645,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9650,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9655,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9660,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.985e+01
n_batch:9665,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9670,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9675,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9680,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9685,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9690,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9695,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9700,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9705,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9710,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9715,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9720,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9725,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9730,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9735,phase:    train,avg_loss:7.710e-02, avg_error_rate:2.984e+01
n_batch:9740,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9745,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.985e+01
n_batch:9750,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.985e+01
n_batch:9755,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9760,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9765,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9770,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9775,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9780,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9785,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9790,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9795,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9800,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9805,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9810,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9815,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9820,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9825,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9830,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9835,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9840,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9845,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9850,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9855,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9860,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9865,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9870,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9875,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9880,phase:    train,avg_loss:7.711e-02, avg_error_rate:2.984e+01
n_batch:9885,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9890,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.984e+01
n_batch:9895,phase:    train,avg_loss:7.712e-02, avg_error_rate:2.985e+01
n_batch:9900,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9905,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9910,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9915,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9920,phase:    train,avg_loss:7.713e-02, avg_error_rate:2.985e+01
n_batch:9925,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9930,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9935,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9940,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9945,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9950,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.985e+01
n_batch:9955,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.985e+01
n_batch:9960,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.985e+01
n_batch:9965,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.985e+01
n_batch:9970,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9975,phase:    train,avg_loss:7.714e-02, avg_error_rate:2.985e+01
n_batch:9980,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.986e+01
n_batch:9985,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.985e+01
n_batch:9990,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.986e+01
n_batch:9995,phase:    train,avg_loss:7.715e-02, avg_error_rate:2.986e+01
n_batch:10000,phase:    train,avg_loss:7.716e-02, avg_error_rate:2.986e+01
n_batch:10005,phase:    train,avg_loss:7.716e-02, avg_error_rate:2.986e+01
n_batch:10010,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10015,phase:    train,avg_loss:7.716e-02, avg_error_rate:2.986e+01
n_batch:10020,phase:    train,avg_loss:7.716e-02, avg_error_rate:2.986e+01
n_batch:10025,phase:    train,avg_loss:7.716e-02, avg_error_rate:2.986e+01
n_batch:10030,phase:    train,avg_loss:7.716e-02, avg_error_rate:2.986e+01
n_batch:10035,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10040,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10045,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10050,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10055,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10060,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10065,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10070,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10075,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10080,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10085,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10090,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10095,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10100,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10105,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10110,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10115,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10120,phase:    train,avg_loss:7.717e-02, avg_error_rate:2.986e+01
n_batch:10125,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10130,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10135,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10140,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10145,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10150,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10155,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10160,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10165,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10170,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10175,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10180,phase:    train,avg_loss:7.718e-02, avg_error_rate:2.986e+01
n_batch:10185,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10190,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10195,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.986e+01
n_batch:10200,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.987e+01
n_batch:10205,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.987e+01
n_batch:10210,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.987e+01
n_batch:10215,phase:    train,avg_loss:7.719e-02, avg_error_rate:2.987e+01
n_batch:10220,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10225,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10230,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10235,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10240,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10245,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10250,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10255,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10260,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10265,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10270,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10275,phase:    train,avg_loss:7.720e-02, avg_error_rate:2.987e+01
n_batch:10280,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10285,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10290,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10295,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10300,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10305,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10310,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10315,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10320,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.987e+01
n_batch:10325,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10330,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10335,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10340,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10345,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.987e+01
n_batch:10350,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.987e+01
n_batch:10355,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.987e+01
n_batch:10360,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.987e+01
n_batch:10365,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.987e+01
n_batch:10370,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.987e+01
n_batch:10375,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10380,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10385,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10390,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10395,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10400,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10405,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10410,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10415,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10420,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10425,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10430,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10435,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10440,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10445,phase:    train,avg_loss:7.721e-02, avg_error_rate:2.987e+01
n_batch:10450,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10455,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10460,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10465,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10470,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.987e+01
n_batch:10475,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.988e+01
n_batch:10480,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.988e+01
n_batch:10485,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.988e+01
n_batch:10490,phase:    train,avg_loss:7.722e-02, avg_error_rate:2.988e+01
n_batch:10495,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10500,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10505,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10510,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10515,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10520,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10525,phase:    train,avg_loss:7.723e-02, avg_error_rate:2.988e+01
n_batch:10530,phase:    train,avg_loss:7.724e-02, avg_error_rate:2.988e+01
n_batch:10535,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10540,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10545,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10550,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10555,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10560,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10565,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10570,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10575,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10580,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10585,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10590,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10595,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10600,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10605,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10610,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10615,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10620,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10625,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10630,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10635,phase:    train,avg_loss:7.725e-02, avg_error_rate:2.989e+01
n_batch:10640,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10645,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10650,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10655,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
n_batch:10660,phase:    train,avg_loss:7.726e-02, avg_error_rate:2.989e+01
