n_batch:8935,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8940,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8945,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.397e+01
n_batch:8950,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8955,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8960,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8965,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8970,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8975,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8980,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8985,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.397e+01
n_batch:8990,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.397e+01
n_batch:8995,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.398e+01
n_batch:9000,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9005,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9010,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9015,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9020,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9025,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.397e+01
n_batch:9030,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.397e+01
n_batch:9035,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.397e+01
n_batch:9040,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:9045,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:9050,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:9055,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:9060,phase:    train,avg_loss:5.801e-02, avg_error_rate:2.397e+01
n_batch:9065,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:9070,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:9075,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:9080,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.397e+01
n_batch:9085,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9090,phase:    train,avg_loss:5.803e-02, avg_error_rate:2.398e+01
n_batch:9095,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9100,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9105,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9110,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9115,phase:    train,avg_loss:5.804e-02, avg_error_rate:2.398e+01
n_batch:9120,phase:    train,avg_loss:5.805e-02, avg_error_rate:2.398e+01
n_batch:9125,phase:    train,avg_loss:5.805e-02, avg_error_rate:2.398e+01
n_batch:9130,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9135,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.398e+01
n_batch:9140,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9145,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.399e+01
n_batch:9150,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9155,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.399e+01
n_batch:9160,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.399e+01
n_batch:9165,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9170,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9175,phase:    train,avg_loss:5.805e-02, avg_error_rate:2.399e+01
n_batch:9180,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9185,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9190,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9195,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9200,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.399e+01
n_batch:9205,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.399e+01
n_batch:9210,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.400e+01
n_batch:9215,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.400e+01
n_batch:9220,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.399e+01
n_batch:9225,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.399e+01
n_batch:9230,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.399e+01
n_batch:9235,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.399e+01
n_batch:9240,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9245,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9250,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9255,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9260,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9265,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9270,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9275,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9280,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9285,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.400e+01
n_batch:9290,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9295,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9300,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9305,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.400e+01
n_batch:9310,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9315,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9320,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.399e+01
n_batch:9325,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.400e+01
n_batch:9330,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.400e+01
n_batch:9335,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.400e+01
n_batch:9340,phase:    train,avg_loss:5.806e-02, avg_error_rate:2.400e+01
n_batch:9345,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9350,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9355,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9360,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9365,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9370,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9375,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9380,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9385,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9390,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9395,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9400,phase:    train,avg_loss:5.807e-02, avg_error_rate:2.400e+01
n_batch:9405,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.400e+01
n_batch:9410,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.400e+01
n_batch:9415,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.400e+01
n_batch:9420,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9425,phase:    train,avg_loss:5.808e-02, avg_error_rate:2.400e+01
n_batch:9430,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9435,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9440,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9445,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9450,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9455,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9460,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9465,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9470,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9475,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9480,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9485,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9490,phase:    train,avg_loss:5.809e-02, avg_error_rate:2.401e+01
n_batch:9495,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9500,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9505,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9510,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9515,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9520,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9525,phase:    train,avg_loss:5.810e-02, avg_error_rate:2.401e+01
n_batch:9530,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9535,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9540,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9545,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9550,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9555,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9560,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9565,phase:    train,avg_loss:5.811e-02, avg_error_rate:2.401e+01
n_batch:9570,phase:    train,avg_loss:5.812e-02, avg_error_rate:2.402e+01
n_batch:9575,phase:    train,avg_loss:5.812e-02, avg_error_rate:2.402e+01
n_batch:9580,phase:    train,avg_loss:5.812e-02, avg_error_rate:2.402e+01
n_batch:9585,phase:    train,avg_loss:5.812e-02, avg_error_rate:2.402e+01
n_batch:9590,phase:    train,avg_loss:5.813e-02, avg_error_rate:2.402e+01
n_batch:9595,phase:    train,avg_loss:5.813e-02, avg_error_rate:2.402e+01
n_batch:9600,phase:    train,avg_loss:5.814e-02, avg_error_rate:2.402e+01
n_batch:9605,phase:    train,avg_loss:5.814e-02, avg_error_rate:2.402e+01
n_batch:9610,phase:    train,avg_loss:5.814e-02, avg_error_rate:2.402e+01
n_batch:9615,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9620,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9625,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9630,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9635,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9640,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9645,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9650,phase:    train,avg_loss:5.815e-02, avg_error_rate:2.403e+01
n_batch:9655,phase:    train,avg_loss:5.816e-02, avg_error_rate:2.403e+01
n_batch:9660,phase:    train,avg_loss:5.816e-02, avg_error_rate:2.403e+01
n_batch:9665,phase:    train,avg_loss:5.816e-02, avg_error_rate:2.403e+01
n_batch:9670,phase:    train,avg_loss:5.817e-02, avg_error_rate:2.404e+01
n_batch:9675,phase:    train,avg_loss:5.817e-02, avg_error_rate:2.404e+01
n_batch:9680,phase:    train,avg_loss:5.817e-02, avg_error_rate:2.404e+01
n_batch:9685,phase:    train,avg_loss:5.818e-02, avg_error_rate:2.404e+01
n_batch:9690,phase:    train,avg_loss:5.818e-02, avg_error_rate:2.404e+01
n_batch:9695,phase:    train,avg_loss:5.818e-02, avg_error_rate:2.404e+01
n_batch:9700,phase:    train,avg_loss:5.818e-02, avg_error_rate:2.404e+01
n_batch:9705,phase:    train,avg_loss:5.819e-02, avg_error_rate:2.404e+01
n_batch:9710,phase:    train,avg_loss:5.819e-02, avg_error_rate:2.404e+01
n_batch:9715,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9720,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9725,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9730,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9735,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9740,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9745,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9750,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9755,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9760,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.405e+01
n_batch:9765,phase:    train,avg_loss:5.820e-02, avg_error_rate:2.404e+01
n_batch:9770,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9775,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9780,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9785,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.404e+01
n_batch:9790,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9795,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9800,phase:    train,avg_loss:5.821e-02, avg_error_rate:2.405e+01
n_batch:9805,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9810,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9815,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9820,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9825,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9830,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9835,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9840,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9845,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9850,phase:    train,avg_loss:5.822e-02, avg_error_rate:2.405e+01
n_batch:9855,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9860,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9865,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9870,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:9875,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9880,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9885,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9890,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9895,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9900,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9905,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9910,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:9915,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9920,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9925,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:9930,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9935,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9940,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9945,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9950,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9955,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9960,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9965,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.405e+01
n_batch:9970,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9975,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:9980,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:9985,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:9990,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:9995,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:10000,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:10005,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:10010,phase:    train,avg_loss:5.823e-02, avg_error_rate:2.406e+01
n_batch:10015,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:10020,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:10025,phase:    train,avg_loss:5.824e-02, avg_error_rate:2.406e+01
n_batch:10030,phase:    train,avg_loss:5.825e-02, avg_error_rate:2.406e+01
n_batch:10035,phase:    train,avg_loss:5.825e-02, avg_error_rate:2.406e+01
n_batch:10040,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.406e+01
n_batch:10045,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.407e+01
n_batch:10050,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.406e+01
n_batch:10055,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.407e+01
n_batch:10060,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.406e+01
n_batch:10065,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.407e+01
n_batch:10070,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.407e+01
n_batch:10075,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.406e+01
n_batch:10080,phase:    train,avg_loss:5.826e-02, avg_error_rate:2.407e+01
n_batch:10085,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10090,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10095,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10100,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10105,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10110,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10115,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10120,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10125,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10130,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10135,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10140,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.407e+01
n_batch:10145,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10150,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10155,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.406e+01
n_batch:10160,phase:    train,avg_loss:5.827e-02, avg_error_rate:2.406e+01
n_batch:10165,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10170,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10175,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10180,phase:    train,avg_loss:5.829e-02, avg_error_rate:2.407e+01
n_batch:10185,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10190,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10195,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10200,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10205,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10210,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10215,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10220,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10225,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10230,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.406e+01
n_batch:10235,phase:    train,avg_loss:5.828e-02, avg_error_rate:2.407e+01
n_batch:10240,phase:    train,avg_loss:5.829e-02, avg_error_rate:2.407e+01
n_batch:10245,phase:    train,avg_loss:5.829e-02, avg_error_rate:2.407e+01
n_batch:10250,phase:    train,avg_loss:5.829e-02, avg_error_rate:2.407e+01
n_batch:10255,phase:    train,avg_loss:5.829e-02, avg_error_rate:2.407e+01
n_batch:10260,phase:    train,avg_loss:5.829e-02, avg_error_rate:2.407e+01
n_batch:10265,phase:    train,avg_loss:5.829e-02, avg_error_rate:2.407e+01
n_batch:10270,phase:    train,avg_loss:5.830e-02, avg_error_rate:2.407e+01
n_batch:10275,phase:    train,avg_loss:5.830e-02, avg_error_rate:2.407e+01
n_batch:10280,phase:    train,avg_loss:5.831e-02, avg_error_rate:2.407e+01
n_batch:10285,phase:    train,avg_loss:5.830e-02, avg_error_rate:2.407e+01
n_batch:10290,phase:    train,avg_loss:5.831e-02, avg_error_rate:2.407e+01
n_batch:10295,phase:    train,avg_loss:5.831e-02, avg_error_rate:2.407e+01
n_batch:10300,phase:    train,avg_loss:5.830e-02, avg_error_rate:2.407e+01
n_batch:10305,phase:    train,avg_loss:5.830e-02, avg_error_rate:2.407e+01
